dataset	n_clusters	init	max_iter	n_init	algorithm	nmi
diamond9	25	k-means++	300	10	auto	0.7919335772241066
disk-1000n	25	k-means++	300	10	auto	0.25829954601009225
disk-3000n	25	k-means++	300	10	auto	0.22381002425622762
disk-4000n	25	k-means++	300	10	auto	0.215780078470019
disk-4500n	25	k-means++	300	10	auto	0.21255588311039006
disk-4600n	25	k-means++	300	10	auto	0.11101800780893162
disk-5000n	25	k-means++	300	10	auto	0.1899924411805555
donut1	25	k-means++	300	10	auto	0.3708308735934885
donut2	25	k-means++	300	10	auto	0.32900297626673597
donut3	25	k-means++	300	10	auto	0.5410597125957264
donutcurves	25	k-means++	300	10	auto	0.6199778340430487
dpb	25	k-means++	300	10	auto	0.6127526414461356
dpc	25	k-means++	300	10	auto	0.6218804177262005
DS-577	25	k-means++	300	10	auto	0.5158118613486923
DS-850	25	k-means++	300	10	auto	0.6579435395037195
ds2c2sc13	25	k-means++	300	10	auto	0.7975198078208705
ds3c3sc6	25	k-means++	300	10	auto	0.6091921636645736
ds4c2sc8	25	k-means++	300	10	auto	0.7120342713926756
ds577	25	k-means++	300	10	auto	0.511834588358481
ds850	25	k-means++	300	10	auto	0.6591690059795607
ecoli	25	k-means++	300	10	auto	0.5341332116568354
elliptical_10_2	25	k-means++	300	10	auto	0.8318733500852574
elly-2d10c13s	25	k-means++	300	10	auto	0.5372494448654174
engytime	25	k-means++	300	10	auto	0.30060126701895373
flame	25	k-means++	300	10	auto	0.32038541730371894
fourty	25	k-means++	300	10	auto	0.9154299671129916
gaussians1	25	k-means++	300	10	auto	0.3727379488496981
glass	25	k-means++	300	10	auto	0.4434748292564997
haberman	25	k-means++	300	10	auto	0.04288370093883076
heart-statlog	25	k-means++	300	10	auto	0.07935862270044809
hepta	25	k-means++	300	10	auto	0.7732196080277935
hypercube	25	k-means++	300	10	auto	0.7886526655868976
impossible	25	k-means++	300	10	auto	0.6033284212706687
iono	25	k-means++	300	10	auto	0.2546337766808555
iris	25	k-means++	300	10	auto	0.4850560184860965
jain	25	k-means++	300	10	auto	0.3089176187032012
long1	25	k-means++	300	10	auto	0.36742366944884575
long2	25	k-means++	300	10	auto	0.36259015085030655
long3	25	k-means++	300	10	auto	0.2888884225789016
longsquare	25	k-means++	300	10	auto	0.7239236566471259
lsun	25	k-means++	300	10	auto	0.49569066834953557
pathbased	25	k-means++	300	10	auto	0.49238077910544265
pmf	25	k-means++	300	10	auto	0.5494746044225269
R15	25	k-means++	300	10	auto	0.9186044178873871
rings	25	k-means++	300	10	auto	0.442931300820361
shapes	25	k-means++	300	10	auto	0.6124838377001339
simplex	25	k-means++	300	10	auto	0.6076685087947405
sizes1	25	k-means++	300	10	auto	0.5643541112497497
sizes2	25	k-means++	300	10	auto	0.5235780158768037
sizes3	25	k-means++	300	10	auto	0.47408377191424117
sizes4	25	k-means++	300	10	auto	0.42493227039442444
sizes5	25	k-means++	300	10	auto	0.40161815473665735
smile1	25	k-means++	300	10	auto	0.7120247408909429
smile2	25	k-means++	300	10	auto	0.6205942721518382
smile3	25	k-means++	300	10	auto	0.558051178016504
sonar	25	k-means++	300	10	auto	0.15532542268894847
spherical_4_3	25	k-means++	300	10	auto	0.6072700034498544
spherical_5_2	25	k-means++	300	10	auto	0.6442171207581221
spherical_6_2	25	k-means++	300	10	auto	0.7218099685502181
spiral	25	k-means++	300	10	auto	0.2871621958460482
spiralsquare	25	k-means++	300	10	auto	0.5207328818636974
square1	25	k-means++	300	10	auto	0.5785296128963507
square2	25	k-means++	300	10	auto	0.5562753857425384
square3	25	k-means++	300	10	auto	0.5357332451922461
square4	25	k-means++	300	10	auto	0.4921032923972909
square5	25	k-means++	300	10	auto	0.4384850179441977
st900	25	k-means++	300	10	auto	0.706565240717753
tae	25	k-means++	300	10	auto	0.15526593679472972
target	25	k-means++	300	10	auto	0.4178317951555079
tetra	25	k-means++	300	10	auto	0.5991021545828529
threenorm	25	k-means++	300	10	auto	0.22772252645419028
thy	25	k-means++	300	10	auto	0.3585438302956351
triangle1	25	k-means++	300	10	auto	0.6156260813083643
triangle2	25	k-means++	300	10	auto	0.5739460664518059
twenty	25	k-means++	300	10	auto	0.9724471477291798
twodiamonds	25	k-means++	300	10	auto	0.352872749731063
wingnut	25	k-means++	300	10	auto	0.3618871478958003
xclara	25	k-means++	300	10	auto	0.5101175415718134
xor	25	k-means++	300	10	auto	0.3572821610190469
zelnik1	25	k-means++	300	10	auto	0.5227589576470503
zelnik2	25	k-means++	300	10	auto	0.6419923798557114
zelnik3	25	k-means++	300	10	auto	0.5090303015143677
zelnik4	25	k-means++	300	10	auto	0.6043260854487146
zelnik5	25	k-means++	300	10	auto	0.6082251646141343
zelnik6	25	k-means++	300	10	auto	0.534736158806822
zoo	25	k-means++	300	10	auto	0.7022918981834894
2d-10c	26	k-means++	300	10	auto	0.8059428275099078
2d-20c-no0	26	k-means++	300	10	auto	0.9462827016725506
2d-3c-no123	26	k-means++	300	10	auto	0.45271884882381197
2d-4c-no4	26	k-means++	300	10	auto	0.5673035188014273
2d-4c-no9	26	k-means++	300	10	auto	0.5739231201561321
2d-4c	26	k-means++	300	10	auto	0.5682784477119714
2dnormals	26	k-means++	300	10	auto	0.25464020471146936
2sp2glob	26	k-means++	300	10	auto	0.48447344144402565
3-spiral	26	k-means++	300	10	auto	0.48756713534415874
3MC	26	k-means++	300	10	auto	0.5025299584401846
aggregation	26	k-means++	300	10	auto	0.682610138523027
aml28	26	k-means++	300	10	auto	0.5115157571813702
atom	26	k-means++	300	10	auto	0.4224480302693766
balance-scale	26	k-means++	300	10	auto	0.21380807574849783
banana	26	k-means++	300	10	auto	0.3520586686052157
blobs	26	k-means++	300	10	auto	0.4871411185904426
cassini	26	k-means++	300	10	auto	0.49220857053677586
chainlink	26	k-means++	300	10	auto	0.35411657650967593
circle	26	k-means++	300	10	auto	0.21537568708293572
complex8	26	k-means++	300	10	auto	0.6606881969826305
complex9	26	k-means++	300	10	auto	0.699352942383028
compound	26	k-means++	300	10	auto	0.6433268369941617
cuboids	26	k-means++	300	10	auto	0.5913164519553439
cure-t0-2000n-2D	26	k-means++	300	10	auto	0.33529717871592224
cure-t1-2000n-2D	26	k-means++	300	10	auto	0.6104537561387414
cure-t2-4k	26	k-means++	300	10	auto	0.6525457524825881
curves1	26	k-means++	300	10	auto	0.35101945813153745
curves2	26	k-means++	300	10	auto	0.351004472775238
d31	26	k-means++	300	10	auto	0.9132863130516031
dartboard1	26	k-means++	300	10	auto	0.4491664531093095
dartboard2	26	k-means++	300	10	auto	0.4843795586622412
dense-disk-3000	26	k-means++	300	10	auto	0.2590293906155283
dense-disk-5000	26	k-means++	300	10	auto	0.269758346442219
diamond9	26	k-means++	300	10	auto	0.7895241304369827
disk-1000n	26	k-means++	300	10	auto	0.2363364020663748
disk-3000n	26	k-means++	300	10	auto	0.22239336425851158
disk-4000n	26	k-means++	300	10	auto	0.18617137260532682
disk-4500n	26	k-means++	300	10	auto	0.21438366624138283
disk-4600n	26	k-means++	300	10	auto	0.11473859780150056
disk-5000n	26	k-means++	300	10	auto	0.18188242769187224
donut1	26	k-means++	300	10	auto	0.36873869355673267
donut2	26	k-means++	300	10	auto	0.32937149588384734
donut3	26	k-means++	300	10	auto	0.5275711406243522
donutcurves	26	k-means++	300	10	auto	0.6174515284169964
dpb	26	k-means++	300	10	auto	0.6102244232952359
dpc	26	k-means++	300	10	auto	0.615466173816027
DS-577	26	k-means++	300	10	auto	0.5080085103941461
DS-850	26	k-means++	300	10	auto	0.6580557180383448
ds2c2sc13	26	k-means++	300	10	auto	0.8143069004789523
ds3c3sc6	26	k-means++	300	10	auto	0.5807006017943428
ds4c2sc8	26	k-means++	300	10	auto	0.7110967451002814
ds577	26	k-means++	300	10	auto	0.5084048023986969
ds850	26	k-means++	300	10	auto	0.6632000870024193
ecoli	26	k-means++	300	10	auto	0.5121118850847262
elliptical_10_2	26	k-means++	300	10	auto	0.8294313087930228
elly-2d10c13s	26	k-means++	300	10	auto	0.5385456373538509
engytime	26	k-means++	300	10	auto	0.2973715415469482
flame	26	k-means++	300	10	auto	0.31968255679735896
fourty	26	k-means++	300	10	auto	0.9165536203624036
gaussians1	26	k-means++	300	10	auto	0.3726442916430535
glass	26	k-means++	300	10	auto	0.45990710389721523
haberman	26	k-means++	300	10	auto	0.057684352174342125
heart-statlog	26	k-means++	300	10	auto	0.07507592373028267
hepta	26	k-means++	300	10	auto	0.7694590807401565
hypercube	26	k-means++	300	10	auto	0.7827759128870009
impossible	26	k-means++	300	10	auto	0.6017907344004979
iono	26	k-means++	300	10	auto	0.2224950422905983
iris	26	k-means++	300	10	auto	0.4928319447721156
jain	26	k-means++	300	10	auto	0.3083114480508223
long1	26	k-means++	300	10	auto	0.3646130670627048
long2	26	k-means++	300	10	auto	0.3579255407221168
long3	26	k-means++	300	10	auto	0.2816532667642907
longsquare	26	k-means++	300	10	auto	0.715216915254039
lsun	26	k-means++	300	10	auto	0.4932733211306856
pathbased	26	k-means++	300	10	auto	0.48969284290309406
pmf	26	k-means++	300	10	auto	0.5435610751696348
R15	26	k-means++	300	10	auto	0.9122653133854371
rings	26	k-means++	300	10	auto	0.43887665774564566
shapes	26	k-means++	300	10	auto	0.6053832973419758
simplex	26	k-means++	300	10	auto	0.6036484705947853
sizes1	26	k-means++	300	10	auto	0.5613110191867313
sizes2	26	k-means++	300	10	auto	0.5143598340089464
sizes3	26	k-means++	300	10	auto	0.46547939626068496
sizes4	26	k-means++	300	10	auto	0.4246093069392883
sizes5	26	k-means++	300	10	auto	0.3920601539909873
smile1	26	k-means++	300	10	auto	0.7038658988446831
smile2	26	k-means++	300	10	auto	0.6180620554084091
smile3	26	k-means++	300	10	auto	0.554608222455265
sonar	26	k-means++	300	10	auto	0.17394565925255848
spherical_4_3	26	k-means++	300	10	auto	0.603814745151464
spherical_5_2	26	k-means++	300	10	auto	0.6294830667708784
spherical_6_2	26	k-means++	300	10	auto	0.7210841139197632
spiral	26	k-means++	300	10	auto	0.27922395848582426
spiralsquare	26	k-means++	300	10	auto	0.502407765421879
square1	26	k-means++	300	10	auto	0.5803196420934708
square2	26	k-means++	300	10	auto	0.5565268614132834
square3	26	k-means++	300	10	auto	0.5284343223837306
square4	26	k-means++	300	10	auto	0.49014982815990316
square5	26	k-means++	300	10	auto	0.43240903202431635
st900	26	k-means++	300	10	auto	0.7054707469914718
tae	26	k-means++	300	10	auto	0.15566114281927582
target	26	k-means++	300	10	auto	0.4213458145637709
tetra	26	k-means++	300	10	auto	0.5954275824765808
threenorm	26	k-means++	300	10	auto	0.23232571089821796
thy	26	k-means++	300	10	auto	0.3459870268355227
triangle1	26	k-means++	300	10	auto	0.6149494570598714
triangle2	26	k-means++	300	10	auto	0.5659619560076885
twenty	26	k-means++	300	10	auto	0.9671121309436704
twodiamonds	26	k-means++	300	10	auto	0.35251616961884763
wingnut	26	k-means++	300	10	auto	0.35459458090191864
xclara	26	k-means++	300	10	auto	0.5056725547249147
xor	26	k-means++	300	10	auto	0.36775692598150067
zelnik1	26	k-means++	300	10	auto	0.5164620701259411
zelnik2	26	k-means++	300	10	auto	0.6382666090453544
zelnik3	26	k-means++	300	10	auto	0.5060953517017848
zelnik4	26	k-means++	300	10	auto	0.5980355785805969
zelnik5	26	k-means++	300	10	auto	0.6045631751396499
zelnik6	26	k-means++	300	10	auto	0.5454039160315932
zoo	26	k-means++	300	10	auto	0.6925835656889299
2d-10c	27	k-means++	300	10	auto	0.8020923485567734
2d-20c-no0	27	k-means++	300	10	auto	0.9392435516579133
2d-3c-no123	27	k-means++	300	10	auto	0.45196868607903734
2d-4c-no4	27	k-means++	300	10	auto	0.5436526842858745
2d-4c-no9	27	k-means++	300	10	auto	0.571309944530455
2d-4c	27	k-means++	300	10	auto	0.5678218902399483
2dnormals	27	k-means++	300	10	auto	0.2528424212675527
2sp2glob	27	k-means++	300	10	auto	0.4987076336543861
3-spiral	27	k-means++	300	10	auto	0.47415978558882543
3MC	27	k-means++	300	10	auto	0.4982759321447577
aggregation	27	k-means++	300	10	auto	0.6793661140386872
aml28	27	k-means++	300	10	auto	0.4980875821020487
atom	27	k-means++	300	10	auto	0.398116996229495
balance-scale	27	k-means++	300	10	auto	0.2038867862887286
banana	27	k-means++	300	10	auto	0.348123337186985
blobs	27	k-means++	300	10	auto	0.4871636298579593
cassini	27	k-means++	300	10	auto	0.48672942347384546
chainlink	27	k-means++	300	10	auto	0.3500641148069062
circle	27	k-means++	300	10	auto	0.21670405447577515
complex8	27	k-means++	300	10	auto	0.6686973868824604
complex9	27	k-means++	300	10	auto	0.7171196749869504
compound	27	k-means++	300	10	auto	0.6422434764899
cuboids	27	k-means++	300	10	auto	0.5868349961045097
cure-t0-2000n-2D	27	k-means++	300	10	auto	0.3320048351894347
cure-t1-2000n-2D	27	k-means++	300	10	auto	0.6039495692453791
cure-t2-4k	27	k-means++	300	10	auto	0.6496957267561899
curves1	27	k-means++	300	10	auto	0.3477223499714935
curves2	27	k-means++	300	10	auto	0.3477384137878982
d31	27	k-means++	300	10	auto	0.9200694529823553
dartboard1	27	k-means++	300	10	auto	0.4401563099224868
dartboard2	27	k-means++	300	10	auto	0.4354607156484865
dense-disk-3000	27	k-means++	300	10	auto	0.2511531952237645
dense-disk-5000	27	k-means++	300	10	auto	0.2555586856200167
diamond9	27	k-means++	300	10	auto	0.7890144104475504
disk-1000n	27	k-means++	300	10	auto	0.23017618950048901
disk-3000n	27	k-means++	300	10	auto	0.21977503215248215
disk-4000n	27	k-means++	300	10	auto	0.20567568800596
disk-4500n	27	k-means++	300	10	auto	0.21755889969285758
disk-4600n	27	k-means++	300	10	auto	0.11118007846115006
disk-5000n	27	k-means++	300	10	auto	0.1839970592807649
donut1	27	k-means++	300	10	auto	0.3655313249298447
donut2	27	k-means++	300	10	auto	0.32342939412458227
donut3	27	k-means++	300	10	auto	0.5229819401883505
donutcurves	27	k-means++	300	10	auto	0.6110321825517927
dpb	27	k-means++	300	10	auto	0.6003638472955307
dpc	27	k-means++	300	10	auto	0.6075442389836583
DS-577	27	k-means++	300	10	auto	0.5077257656647487
DS-850	27	k-means++	300	10	auto	0.6556371228397396
ds2c2sc13	27	k-means++	300	10	auto	0.8219990970146706
ds3c3sc6	27	k-means++	300	10	auto	0.5800790373504203
ds4c2sc8	27	k-means++	300	10	auto	0.7176001644302148
ds577	27	k-means++	300	10	auto	0.5060267627232554
ds850	27	k-means++	300	10	auto	0.6521769141757998
ecoli	27	k-means++	300	10	auto	0.5289420779840338
elliptical_10_2	27	k-means++	300	10	auto	0.8282468942724699
elly-2d10c13s	27	k-means++	300	10	auto	0.5390120986851408
engytime	27	k-means++	300	10	auto	0.2943642908714624
flame	27	k-means++	300	10	auto	0.3220001139543132
fourty	27	k-means++	300	10	auto	0.9216074640424372
gaussians1	27	k-means++	300	10	auto	0.3651453116358436
glass	27	k-means++	300	10	auto	0.4284549678016946
haberman	27	k-means++	300	10	auto	0.06849558704182887
heart-statlog	27	k-means++	300	10	auto	0.07537997554498335
hepta	27	k-means++	300	10	auto	0.7656470141301663
hypercube	27	k-means++	300	10	auto	0.780405785477949
impossible	27	k-means++	300	10	auto	0.5972167239903327
iono	27	k-means++	300	10	auto	0.24383677757188688
iris	27	k-means++	300	10	auto	0.49796872655965296
jain	27	k-means++	300	10	auto	0.3075643030124275
long1	27	k-means++	300	10	auto	0.36031758558752197
long2	27	k-means++	300	10	auto	0.3557201544374742
long3	27	k-means++	300	10	auto	0.27900405082553886
longsquare	27	k-means++	300	10	auto	0.7141345398434182
lsun	27	k-means++	300	10	auto	0.4838710566436369
pathbased	27	k-means++	300	10	auto	0.4734752205269226
pmf	27	k-means++	300	10	auto	0.5460905986970155
R15	27	k-means++	300	10	auto	0.9067255147142222
rings	27	k-means++	300	10	auto	0.4354754979101554
shapes	27	k-means++	300	10	auto	0.6025871047882706
simplex	27	k-means++	300	10	auto	0.6026391268036037
sizes1	27	k-means++	300	10	auto	0.5581572863190122
sizes2	27	k-means++	300	10	auto	0.5085816582304656
sizes3	27	k-means++	300	10	auto	0.46260454554655195
sizes4	27	k-means++	300	10	auto	0.4215743332200755
sizes5	27	k-means++	300	10	auto	0.3916397630104558
smile1	27	k-means++	300	10	auto	0.7023122599448439
smile2	27	k-means++	300	10	auto	0.6097141574416891
smile3	27	k-means++	300	10	auto	0.5511642351307304
sonar	27	k-means++	300	10	auto	0.12685650552156666
spherical_4_3	27	k-means++	300	10	auto	0.5983670149039872
spherical_5_2	27	k-means++	300	10	auto	0.6290238871610729
spherical_6_2	27	k-means++	300	10	auto	0.7130905466013799
spiral	27	k-means++	300	10	auto	0.3013700541694433
spiralsquare	27	k-means++	300	10	auto	0.5057918103920669
square1	27	k-means++	300	10	auto	0.5665922006884296
square2	27	k-means++	300	10	auto	0.5443396677424233
square3	27	k-means++	300	10	auto	0.5207707185095657
square4	27	k-means++	300	10	auto	0.4870388691156363
square5	27	k-means++	300	10	auto	0.42866453272894733
st900	27	k-means++	300	10	auto	0.6949724633350713
tae	27	k-means++	300	10	auto	0.1552363311286408
target	27	k-means++	300	10	auto	0.41173429619379737
tetra	27	k-means++	300	10	auto	0.5904152328799357
threenorm	27	k-means++	300	10	auto	0.23260384156537817
thy	27	k-means++	300	10	auto	0.3473213302641146
triangle1	27	k-means++	300	10	auto	0.6096971741859489
triangle2	27	k-means++	300	10	auto	0.560494793831882
twenty	27	k-means++	300	10	auto	0.9619814336444495
twodiamonds	27	k-means++	300	10	auto	0.3457966156946631
wingnut	27	k-means++	300	10	auto	0.35304651752163985
xclara	27	k-means++	300	10	auto	0.5016256084164863
xor	27	k-means++	300	10	auto	0.39496077060000057
zelnik1	27	k-means++	300	10	auto	0.5112044472733277
zelnik2	27	k-means++	300	10	auto	0.6458939381127896
zelnik3	27	k-means++	300	10	auto	0.4999998856010966
zelnik4	27	k-means++	300	10	auto	0.5939580405312793
zelnik5	27	k-means++	300	10	auto	0.6005890189867124
zelnik6	27	k-means++	300	10	auto	0.5428098873679387
zoo	27	k-means++	300	10	auto	0.6952391524641943
2d-10c	28	k-means++	300	10	auto	0.798554282530222
2d-20c-no0	28	k-means++	300	10	auto	0.9392538614152305
2d-3c-no123	28	k-means++	300	10	auto	0.4503573083530076
2d-4c-no4	28	k-means++	300	10	auto	0.560721472948066
2d-4c-no9	28	k-means++	300	10	auto	0.5727666067556245
2d-4c	28	k-means++	300	10	auto	0.5608451026932164
2dnormals	28	k-means++	300	10	auto	0.24475609616830316
2sp2glob	28	k-means++	300	10	auto	0.4888283695271267
3-spiral	28	k-means++	300	10	auto	0.4567877927838607
3MC	28	k-means++	300	10	auto	0.4923257102909783
aggregation	28	k-means++	300	10	auto	0.6735303973759305
aml28	28	k-means++	300	10	auto	0.4983606578423258
atom	28	k-means++	300	10	auto	0.4199461135729376
balance-scale	28	k-means++	300	10	auto	0.20519393777569947
banana	28	k-means++	300	10	auto	0.3462153755463726
blobs	28	k-means++	300	10	auto	0.474057716359849
cassini	28	k-means++	300	10	auto	0.4835548102202211
chainlink	28	k-means++	300	10	auto	0.34739101691674473
circle	28	k-means++	300	10	auto	0.2249172510446814
complex8	28	k-means++	300	10	auto	0.6528570461788804
complex9	28	k-means++	300	10	auto	0.7090276233209866
compound	28	k-means++	300	10	auto	0.6246880726878594
cuboids	28	k-means++	300	10	auto	0.5851192881874618
cure-t0-2000n-2D	28	k-means++	300	10	auto	0.32999587499491695
cure-t1-2000n-2D	28	k-means++	300	10	auto	0.5997105012076889
cure-t2-4k	28	k-means++	300	10	auto	0.6468885757561285
curves1	28	k-means++	300	10	auto	0.344600519073474
curves2	28	k-means++	300	10	auto	0.3445442251426589
d31	28	k-means++	300	10	auto	0.9362668602289262
dartboard1	28	k-means++	300	10	auto	0.4696425617225559
dartboard2	28	k-means++	300	10	auto	0.4597970741397006
dense-disk-3000	28	k-means++	300	10	auto	0.25481826560764104
dense-disk-5000	28	k-means++	300	10	auto	0.26263663691811123
diamond9	28	k-means++	300	10	auto	0.7796305274595096
disk-1000n	28	k-means++	300	10	auto	0.23199503660858717
